"last_name, first_name","player_id","year","ab","pa","home_run","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","woba","avg_swing_speed","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","whiff_percent"
"Robert Jr., Luis",673357,2024,393,425,14,33.2,".224",".379",".278","0.657","0.155",".310","2",".285","74.5","7.7","90.1","13.5",35.6,9.9,5.1,36.1
"Farmer, Kyle",571657,2023,336,369,11,23.3,".256",".408",".317","0.725","0.152",".311","8",".316","66.6","6.8","86.4","13.2",36.1,6.7,5.6,23.2
"Chang, Yu",644374,2023,105,112,6,30.4,".162",".352",".200","0.552","0.190",".169","2",".236","72.6","7.6","88.8","9.8",31.5,5.5,5.5,35.3
"Tatis Jr., Fernando",665487,2023,575,635,25,22.2,".257",".449",".322","0.771","0.192",".299","3",".332","73","7.4","91.9","11",31.5,11,7.8,30.5
"Pagés, Pedro",686780,2024,202,218,7,26.6,".238",".376",".281","0.657","0.138",".295","0",".286","72","6.9","89","11.8",32,4.8,8.2,26.1
"Perez, Salvador",521692,2023,538,580,23,23.3,".255",".422",".292","0.714","0.167",".294","13",".302","72.7","7.9","90.1","15.6",38,8.8,9.7,30.2
"Gordon, Nick",624503,2023,91,93,2,11.8,".176",".319",".185","0.504","0.143",".179","0",".213",,,"89.1","9.2",34.6,4.9,11.1,20.9
"Marte, Ketel",606466,2023,569,650,25,16.8,".276",".485",".358","0.843","0.209",".300","5",".361","73.2","7.5","91.1","10.7",30.8,8,6,20.5
"Vargas, Miguel",678246,2024,206,237,5,24.1,".150",".257",".249","0.506","0.107",".177","3",".233","69.8","7.7","86.2","21.3",28.9,4.6,4.6,21.6
"Meckler, Wade",685133,2023,56,64,0,39.1,".232",".250",".328","0.578","0.018",".419","2",".273","66","7.1","81.4","7.8",45.2,0,3.2,38.1
"Hamilton, David",666152,2024,294,317,8,25.2,".248",".395",".303","0.698","0.147",".316","1",".305","68.9","7.2","87","15.8",38.3,5.6,7.5,25.6
"Rendon, Anthony",543685,2024,206,238,0,14.7,".218",".267",".307","0.574","0.049",".257","5",".264","68.3","6.7","87.9","14.1",31.4,2.3,8.6,12.5
"Semien, Marcus",543760,2024,650,718,23,14.6,".237",".391",".308","0.699","0.154",".250","3",".306","68.3","7.7","87.4","17",33,6.6,4.8,20.2
"Montero, Elehuris",660707,2023,284,307,11,36.2,".243",".426",".290","0.716","0.183",".352","5",".306","75.3","7.7","88.3","9.9",31.8,6.8,8,39.3
"Laureano, Ramón",657656,2023,361,404,9,28.2,".224",".371",".304","0.675","0.147",".301","9",".298","71.1","6.8","88.2","12.9",34.7,9.7,4.4,29
"Soto, Juan",665742,2024,576,713,41,16.7,".288",".569",".419","0.988","0.281",".298","4",".421","75.4","7.3","94.2","10.7",35.4,19.7,6.3,21.5
"Flores, Wilmer",527038,2023,405,454,23,13.9,".284",".509",".355","0.864","0.225",".286","5",".368","67.5","7.1","86.4","22",36.2,7.8,6.7,15.8
"Caratini, Victor",605170,2024,245,274,8,19.3,".269",".408",".336","0.744","0.139",".310","3",".324","71.9","7","91.2","9.3",35.9,5.6,6.2,23.3
"Calhoun, Willie",641432,2023,134,149,5,13.4,".239",".403",".309","0.712","0.164",".245","0",".307",,,"90.7","11.9",35.7,3.5,7.8,15.7
"Siri, Jose",642350,2023,338,364,25,35.7,".222",".494",".267","0.761","0.272",".269","2",".319","73.3","7.9","88.4","14.4",33,13.2,4.7,40.3
"Jackson, Alex",656577,2024,139,155,3,34.2,".122",".237",".201","0.438","0.115",".167","2",".200","74.4","7.5","86.7","20.2",21.6,9.1,1.1,39.7
"Sánchez, Gary",596142,2024,245,280,11,27.1,".220",".392",".307","0.699","0.172",".267","5",".307","73.1","7.4","90","16.2",31.4,10.5,7.6,30.4
"Stewart, DJ",621466,2024,158,194,5,24.7,".177",".297",".325","0.622","0.120",".217","4",".290","71.5","7.1","89.7","19.1",34.2,8.1,8.1,30
"Lee, Jung Hoo",808982,2024,145,158,2,8.2,".262",".331",".310","0.641","0.069",".273","1",".284","70.6","7.4","89.1","9.2",29.1,4.5,5.2,9.6
"Langford, Wyatt",694671,2024,499,557,16,20.6,".253",".415",".325","0.740","0.162",".296","4",".321","74.5","7","89.6","16.6",31.3,9.3,6.5,22.9
"Soto, Juan",665742,2023,568,708,35,18.2,".275",".519",".410","0.929","0.244",".296","2",".395","74.6","7.3","93.2","6.7",28.5,13,7.6,20.5
"Hall, Darick",669742,2023,54,56,1,32.1,".167",".241",".196","0.437","0.074",".229","0",".193","72","7.4","92.5","14",27.8,2.8,11.1,24.1
"Fry, David",681807,2023,101,113,4,26.5,".238",".416",".319","0.735","0.178",".299","4",".321","70.8","7.8","89.5","16.5",40.8,12.7,8.5,27.9
"McMahon, Ryan",641857,2023,555,627,23,31.6,".240",".431",".322","0.753","0.191",".326","1",".325","72.2","7.3","90.8","9.7",39.4,11.4,6.4,32.3
"Carpenter, Matt",572761,2023,188,237,5,28.3,".176",".319",".322","0.641","0.143",".231","2",".293","69.1","8.1","87","24.4",35.7,11.1,4.8,28.3
"Tovar, Ezequiel",678662,2024,655,695,26,28.8,".269",".469",".295","0.764","0.200",".344","4",".324","71.3","7.5","88.8","18.9",38.5,9,7.7,33.5
"Varsho, Daulton",662139,2023,527,581,20,23.2,".220",".389",".285","0.674","0.169",".256","4",".293","74.6","7.8","87.8","20.5",34.3,7.3,7.3,24.7
"García, Avisaíl",541645,2023,108,118,3,33.1,".185",".315",".241","0.556","0.130",".258","2",".241","71.9","7.5","90.4","10.2",27.5,11.6,8.7,37.3
"Perez, Salvador",521692,2024,590,652,27,19.8,".271",".456",".330","0.786","0.185",".302","11",".335","73.2","7.9","91.1","19",39.4,12.2,6.6,27.8
"Slater, Austin",596103,2024,177,212,2,28.3,".209",".266",".321","0.587","0.057",".294","5",".273","71.9","6.8","88.2","7.2",37.2,3.3,6.6,29.8
"Kjerstad, Heston",677008,2024,99,114,4,28.9,".253",".394",".351","0.745","0.141",".339","5",".327","70.9","7","90.2","10.3",28.8,6.1,7.6,31.1
"Smith, Kevin",675656,2023,135,146,5,34.9,".185",".326",".220","0.546","0.141",".253","1",".236","69.4","7.4","88","13.6",30.3,9,10.1,31.8
"Chapman, Matt",656305,2024,575,647,27,24.4,".247",".463",".328","0.791","0.216",".293","6",".340","76.6","7.5","93.2","16.2",31.3,12.6,8.1,23.5
"Short, Zack",670097,2023,221,253,7,26.1,".204",".339",".292","0.631","0.135",".255","0",".281","70.5","7.1","87.6","21.2",33.3,8.8,6.3,24.9
"Knizner, Andrew",668800,2024,90,93,1,23.7,".167",".211",".183","0.394","0.044",".206","1",".174","70.3","7","87.3","11.9",33.3,4.3,5.8,27.3
"Espinal, Santiago",669289,2024,357,391,9,13.8,".246",".356",".295","0.651","0.110",".265","2",".285","66.5","7.3","85.9","15",35,1.9,4.2,14.8
"Kirilloff, Alex",666135,2024,159,178,5,26.4,".201",".384",".270","0.654","0.183",".245","1",".282","72.4","7.8","91.3","13.2",27,11.3,9.6,30.9
"Schneemann, Daniel",682177,2024,193,221,5,31.7,".218",".368",".303","0.671","0.150",".306","0",".295","70.7","7","88.5","11.1",41.3,4.8,5.6,31.7
"France, Ty",664034,2023,587,665,12,17.6,".250",".366",".337","0.703","0.116",".294","34",".315","71.8","7.8","87.5","13.7",36.9,6.8,5.1,21.9
"Grissom, Vaughn",687093,2024,105,114,0,21.1,".190",".219",".246","0.465","0.029",".244","1",".213","69.1","7.3","86.1","8.3",41.5,4.9,3.7,22.4
"Urías, Luis",649966,2023,144,177,3,23.2,".194",".299",".337","0.636","0.105",".250","10",".298","67.9","7.7","84.9","14.7",23.3,5.8,4.9,26.4
"Clase, Jonatan",682729,2024,61,66,1,25.8,".246",".328",".303","0.631","0.082",".326","2",".283","70.6","6.8","87.9","15.1",27.3,0,6.8,25.2
"Cabrera, Oswaldo",665828,2024,299,326,8,19.3,".247",".365",".296","0.661","0.118",".286","1",".290","68.3","7","88.2","12.5",34,3.7,5.8,18.8
"McCann, James",543510,2024,214,233,8,24,".234",".388",".279","0.667","0.154",".273","2",".288","70.7","6.9","87.4","14.4",38.9,8.6,9.3,27.6
"Naylor, Bo",666310,2024,354,389,13,31.4,".201",".350",".264","0.614","0.149",".262","2",".269","70.6","7.4","88.8","19.9",32.6,8.1,6.8,28.3
"Massey, Michael",686681,2024,332,356,14,15.7,".259",".449",".294","0.743","0.190",".271","3",".317","70.9","7.2","89.2","16.8",34.4,7.1,7.1,17.9
"Acuña Jr., Ronald",660670,2024,192,222,4,23.9,".250",".365",".351","0.716","0.115",".326","3",".322","76.8","7.6","92.2","8.5",31.7,9.4,6.5,27.5
"Lopez, Otto",672640,2024,403,434,6,17.3,".270",".377",".313","0.690","0.107",".318","1",".302","70.7","6.6","88","5.4",30.4,5.1,4.8,21.9
"Raley, Luke",670042,2023,357,406,19,31.5,".249",".490",".333","0.823","0.241",".330","18",".353","75.7","7.4","91.1","17.3",29.3,12.9,5.2,38.9
"Wallner, Matt",670242,2024,220,261,13,36.4,".259",".523",".372","0.895","0.264",".389","16",".385","77.3","7.3","92.8","21.6",38.1,17.5,10.3,38.4
"Brown, Seth",664913,2024,372,400,14,28,".231",".379",".282","0.661","0.148",".291","2",".289","73.3","7.2","90","14.6",35.2,8.4,6.9,29.1
"Gurriel Jr., Yuli",493329,2023,298,329,4,13.4,".245",".359",".304","0.663","0.114",".272","1",".287","70.6","7.7","88.6","16.5",32.2,1.9,5,16
"Vaughn, Andrew",683734,2023,566,615,21,21,".258",".429",".314","0.743","0.171",".299","11",".321","70.2","7.6","90.6","11.2",30.3,8.4,7.3,24.1
"Smith, Pavin",656976,2024,137,158,9,19.6,".270",".547",".348","0.895","0.277",".280","0",".377","73","7.4","90.2","13.1",34.9,14.7,2.8,21.5
"Taylor, Tyrone",621438,2024,319,345,7,23.2,".248",".401",".299","0.700","0.153",".309","5",".304","70.5","7.6","87.3","16.8",34.9,7.1,7.5,22.2
"Davis, Jonathan",641505,2023,90,104,2,27.9,".244",".378",".307","0.685","0.134",".328","2",".298",,,"84.4","7.1",35.4,4.6,1.5,27.9
"LeMahieu, DJ",518934,2024,201,228,2,15.4,".204",".259",".269","0.528","0.055",".229","1",".239","67.3","7.1","88.5","1.9",31.8,5.8,7.5,17.5
"Kelly, Carson",608348,2024,281,313,9,17.6,".238",".374",".313","0.687","0.136",".266","6",".304","69.5","6.9","87.6","13.6",27.3,6.6,7.9,22.8
"Arcia, Orlando",606115,2024,551,602,17,21.3,".218",".354",".271","0.625","0.136",".249","2",".273","70.9","7.9","88.2","8.6",29.9,5.3,6.5,26.6
"Harper, Bryce",547180,2024,550,631,30,21.9,".285",".525",".373","0.898","0.240",".331","2",".380","74","7.3","91.1","13.5",36.1,10.6,9.6,26.7
"Crawford, Brandon",543063,2023,283,320,7,25.3,".194",".314",".273","0.587","0.120",".241","4",".260","71.5","7.6","89.8","14",32.4,10.1,4.3,29.6
"Trejo, Alan",676701,2024,63,67,0,22.4,".143",".143",".182","0.325","0.000",".188","1",".152","66","7.1","86.5","13.4",26.5,2,4.1,25.8
"Duran, Jarren",680776,2023,332,362,8,24.9,".295",".482",".346","0.828","0.187",".381","3",".354","73.4","7.7","89.9","10.7",32,5.3,9.8,24.6
"Hensley, David",682073,2024,52,58,1,29.3,".212",".288",".293","0.581","0.076",".294","0",".265","70.6","6.8","84","-7.7",20,2.9,2.9,32.1
"Kwan, Steven",680757,2024,480,540,14,9.4,".292",".425",".368","0.793","0.133",".304","5",".349","64.4","6.5","86.3","14.9",38.5,2.6,5.3,8.2
"Dixon, Brandon",641525,2023,79,86,2,36,".203",".329",".244","0.573","0.126",".292","4",".249","75.9","7.6","87","16.5",32,8,4,34.9
"Bethancourt, Christian",542194,2024,139,147,5,24.5,".209",".367",".241","0.608","0.158",".245","1",".263","71.9","7.5","89.1","12.4",25.7,7.6,4.8,31.5
"Grichuk, Randal",545341,2023,434,471,16,20.4,".267",".459",".321","0.780","0.192",".309","6",".333","74.5","7.6","89.6","14",35,7.1,8.8,26.7
"Schoop, Jonathan",570731,2023,136,151,0,24.5,".213",".272",".278","0.550","0.059",".287","0",".249",,,"89.4","11.2",32.7,4,8.9,29.2
"Adames, Willy",642715,2023,553,638,24,25.9,".217",".407",".310","0.717","0.190",".259","6",".311","72.5","8.2","87.4","18.2",35,12.4,4.1,31
"De La Cruz, Bryan",650559,2023,579,626,19,22.7,".257",".411",".304","0.715","0.154",".307","1",".309","72.2","7.7","89.9","11.8",41,8.8,7.2,28.7
"Valdez, Enmanuel",665839,2023,139,149,6,24.8,".266",".453",".311","0.764","0.187",".323","1",".328","70.4","7.6","87.5","10.2",35.3,10.8,8.8,24.3
"McCann, Kyle",668832,2024,140,157,5,37.6,".236",".371",".318","0.689","0.135",".368","1",".304","73.6","7.8","89.6","12.5",30.9,12.3,8.6,45.2
"Anderson, Tim",641313,2024,234,241,0,28.2,".214",".226",".237","0.463","0.012",".301","0",".208","69.7","7.2","86.1","1.4",29.5,1.8,4.8,30.6
"Carlson, Dylan",666185,2024,235,265,3,28.3,".209",".277",".287","0.564","0.068",".287","5",".257","68.5","7.1","86.8","15.8",30.1,2.5,8,31
"Harper, Bryce",547180,2023,457,546,21,21.8,".293",".499",".401","0.900","0.206",".352","5",".384","75.5","7.4","91.8","9.1",36.8,15.2,6.7,33.5
"Turang, Brice",668930,2024,559,619,7,17,".254",".349",".316","0.665","0.095",".300","2",".294","66.2","6.1","87","6.1",32,2.4,2.6,13.8
"Rortvedt, Ben",666163,2024,290,328,3,26.8,".228",".303",".317","0.620","0.075",".317","4",".283","69.7","7.1","86.2","11.9",30.2,3.5,3,26.7
"Jiménez, Eloy",650391,2023,456,489,18,19,".272",".441",".317","0.758","0.169",".305","1",".325","75.2","7.3","90.9","5.7",26,9.3,5.2,29.7
"Cabbage, Trey",663550,2024,86,91,1,37.4,".209",".337",".253","0.590","0.128",".333","1",".258","75.9","7.9","92.8","7.7",32.7,15.4,5.8,40.7
"Drury, Brandon",592273,2024,325,360,4,22.5,".169",".228",".242","0.470","0.059",".210","5",".217","72.6","7.4","87.6","6",25.9,3.6,6.1,24.4
"Fletcher, David",664058,2023,89,97,2,9.3,".247",".326",".302","0.628","0.079",".256","0",".276","64.8","6.6","83.3","9.3",32.1,0,1.2,16.4
"Noda, Ryan",676116,2024,95,111,1,33.3,".137",".211",".255","0.466","0.074",".211","1",".223","72.3","7.6","86.2","16",23.7,5.1,10.2,33.8
"Altuve, Jose",514888,2024,628,682,20,17.4,".295",".439",".350","0.789","0.144",".337","7",".344","69.4","7.8","86.5","14.1",35.4,6.5,3.9,22.1
"Allen, Nick",669397,2023,303,329,4,15.8,".221",".287",".263","0.550","0.066",".253","1",".245","66.2","6.5","84.8","6.8",29,1.2,3.9,19.1
"Wagner, Will",695238,2024,82,86,2,18.6,".305",".451",".337","0.788","0.146",".359","0",".342","68.9","6.4","90.6","5.1",39.4,9.1,7.6,19.3
"Contreras, William",661388,2024,595,679,23,20.5,".281",".466",".365","0.831","0.185",".330","3",".359","74.7","7.3","92.8","6.1",29,10,7.8,27.8
"Sheets, Gavin",657757,2023,311,344,10,19.2,".203",".331",".267","0.598","0.128",".222","1",".261","72.8","7.7","88.1","16.9",29.7,5.2,6.4,21.7
"Casali, Curt",592200,2024,108,125,1,17.6,".194",".250",".293","0.543","0.056",".235","2",".254","66.8","7.3","83","20",34.1,1.1,3.4,19.4
"Bader, Harrison",664056,2023,319,344,7,17.2,".232",".348",".274","0.622","0.116",".261","3",".271","70.8","7.2","85.9","17.8",32.8,5.3,7.5,24.6
"Heim, Jonah",641680,2024,459,491,13,18.3,".220",".336",".267","0.603","0.116",".246","4",".265","70.2","7.4","88.5","14.5",29.9,5.9,5.9,20.7
"Bauers, Jake",641343,2024,302,346,12,34.1,".199",".361",".301","0.662","0.162",".279","5",".294","73.8","7.5","89.4","22.6",38.6,10.3,9.2,29.1
"Myers, Wil",571976,2023,127,141,3,34,".189",".283",".257","0.540","0.094",".273","0",".243",,,"87.6","11",29.6,6.2,2.5,36.8
"Machado, Manny",592518,2023,543,601,30,18.1,".258",".462",".319","0.781","0.204",".268","2",".334","76.7","7.7","91","15",30.2,10.5,7.7,23.9
"McCormick, Chas",676801,2023,403,457,22,25.6,".273",".489",".353","0.842","0.216",".331","11",".362","71","7.4","88","14.6",38.4,11.1,8.7,29.4
"Harris II, Michael",671739,2024,440,470,16,20,".264",".418",".304","0.722","0.154",".300","4",".312","74.7","8.1","90.5","7.5",33.5,10,8.3,25.1
"Barrero, Jose",676480,2023,133,149,2,29.5,".218",".323",".295","0.618","0.105",".307","0",".276",,,"87.5","17.2",31.1,3.3,3.3,35.2
"Schwarber, Kyle",656941,2023,585,720,47,29.9,".197",".474",".343","0.817","0.277",".209","6",".350","77.1","7.9","92.4","19",34.3,16.4,6.7,31.5
"Cruz, Oneil",665833,2024,541,599,21,30.2,".259",".449",".324","0.773","0.190",".347","3",".331","78.6","7.7","95.5","9.8",32.1,15.7,4.7,34.1
"Luplow, Jordan",656669,2023,77,90,2,30,".208",".325",".322","0.647","0.117",".292","1",".290","70.1","7.2","85.4","14.1",24,6,2,36
"Garrett, Stone",656448,2023,234,271,9,30.3,".269",".457",".343","0.800","0.188",".365","3",".344","74.7","7.9","91.1","17.3",37.6,9.6,9.6,32.6
"Sullivan, Brett",664954,2023,81,86,1,22.1,".210",".284",".244","0.528","0.074",".258","0",".232","69","7.1","86.9","16.3",31.7,1.6,3.2,18.4
"Delay, Jason",641511,2023,167,187,1,23.5,".251",".347",".319","0.666","0.096",".333","3",".296","67.1","7.1","83.8","12.3",34.9,3.2,4,25.6
"Marcano, Tucupita",672779,2023,202,220,3,15.9,".233",".356",".276","0.632","0.123",".265","3",".275","65.7","7.4","88.3","14.4",32,5.2,5.2,15.6
"Hilliard, Sam",656541,2023,72,78,3,42.3,".236",".431",".295","0.726","0.195",".389","0",".312","72.9","7.1","92.4","20.3",33.3,7.7,10.3,41.9
"Stallings, Jacob",607732,2024,243,281,9,23.1,".263",".453",".357","0.810","0.190",".324","9",".353","67.6","7.2","86.6","12.8",38.9,7.2,7.2,29.8
"Marisnick, Jake",545350,2023,76,83,2,25.3,".237",".408",".280","0.688","0.171",".296","2",".294","70.4","7.5","88.5","21.9",31.6,5.3,8.8,27.8
"Henderson, Gunnar",683002,2023,560,622,28,25.6,".255",".489",".325","0.814","0.234",".306","3",".346","75.4","7.3","92","11.4",32.9,11.4,7.9,26.4
"Hurtubise, Jacob",674441,2024,54,68,0,26.5,".185",".241",".297","0.538","0.056",".270","3",".253","65","6.9","82.8","20.6",39,0,2.4,20.3
"Canzone, Dominic",686527,2024,168,188,8,28.2,".196",".381",".271","0.652","0.185",".229","0",".280","72.4","7.6","89.9","9.1",31.6,11.1,10.3,34.4
"Davis, J.D.",605204,2023,480,546,18,27.8,".248",".412",".325","0.737","0.164",".320","6",".321","72.2","7.3","91.1","7.8",33.5,9.6,6.3,34
"Contreras, Willson",575929,2023,428,495,20,22.4,".264",".467",".358","0.825","0.203",".311","13",".358","76.3","7.7","91.3","10.1",34.1,12.2,5.9,29
"Amaya, Miguel",665804,2024,328,363,8,17.1,".232",".357",".288","0.645","0.125",".261","4",".283","72.9","7.2","88.4","11.1",33.9,4.7,6.9,22.5
"Wells, Austin",669224,2024,354,414,13,21,".229",".395",".322","0.717","0.166",".261","5",".315","72.4","7.4","88.4","17.1",34.5,9.1,7.3,27.3
"Mendick, Danny",664901,2024,132,141,3,24.8,".197",".318",".243","0.561","0.121",".245","2",".247","66.9","7","83.8","13.9",31.6,6.1,5.1,28.7
"Palacios, Joshua",641943,2024,67,78,2,15.4,".224",".343",".333","0.676","0.119",".245","1",".307","72.6","7.4","89.8","3.4",21.8,3.6,3.6,25.9
"Tucker, Kyle",663656,2024,277,339,23,15.9,".289",".585",".408","0.993","0.296",".282","1",".419","72.1","7.5","91.1","21.2",40,12.9,7.6,19
"Murphy, Sean",669221,2023,370,438,21,22.4,".251",".478",".365","0.843","0.227",".286","18",".366","74.4","7.8","91.5","13.1",38.1,16.1,6.2,25.9
"McCutchen, Andrew",457705,2024,448,515,20,25.8,".232",".411",".328","0.739","0.179",".283","7",".325","72.7","7.6","88.5","14.3",31.9,12,5.7,28.9
"Trejo, Alan",676701,2023,207,227,4,22.5,".232",".343",".288","0.631","0.111",".286","1",".277","67.8","7","85.5","14.6",36.5,4.4,6.3,21.9
"Jimenez, Leo",677870,2024,179,210,4,28.1,".229",".358",".329","0.687","0.129",".311","16",".308","69.7","7.4","87.6","12.3",40.7,8.1,7.3,27
"Díaz, Yandy",650490,2024,563,621,14,15.3,".281",".414",".341","0.755","0.133",".314","4",".331","73.3","7.5","92.2","5",28.4,7.6,5.3,14.2
"Olson, Matt",621566,2024,600,685,29,24.8,".247",".457",".333","0.790","0.210",".293","9",".339","73.8","7.3","91.5","16.1",35.4,12.4,7.4,26.3
"Wisdom, Patrick",621550,2023,268,302,23,36.8,".205",".500",".289","0.789","0.295",".237","2",".333","76.6","8","92.7","21.7",33.3,20.1,4.4,33.8
"Julks, Corey",667452,2023,298,323,6,23.2,".245",".352",".297","0.649","0.107",".306","1",".286","71.4","7","87.9","17",36,4.9,5.3,25.4
"Volpe, Anthony",683011,2023,541,601,21,27.8,".209",".383",".283","0.666","0.174",".259","5",".290","70.9","7.1","88.7","14.2",35.5,9,7.7,28.2
"Blackmon, Charlie",453568,2023,359,413,8,13.3,".279",".440",".363","0.803","0.161",".307","11",".350","66.9","7","86.4","18.1",39,4.9,5.2,19.6
"Taylor, Samad",669392,2023,60,69,0,31.9,".200",".267",".279","0.546","0.067",".308","0",".248","69.7","6.9","87.5","8.7",35,10,5,31.6
"Olivares, Edward",658668,2024,174,196,5,18.9,".224",".333",".291","0.624","0.109",".250","2",".276","71.8","7.3","86.8","9.2",35.5,6.4,2.8,24.2
"Alfaro, Jorge",595751,2023,48,52,1,28.8,".146",".292",".212","0.504","0.146",".188","2",".223","76.1","7.4","88.9","-6.1",18.2,6.1,6.1,31.5
"López, Jack",605346,2024,67,71,1,35.2,".254",".343",".286","0.629","0.089",".390","1",".277","71.2","7.5","87.3","10",32.6,2.3,2.3,33.8
"Perdomo, Geraldo",672695,2023,407,495,6,17.4,".246",".359",".353","0.712","0.113",".295","6",".319","65.7","6.7","85.7","16.4",35.4,0.9,4.4,15.1
"Marchán, Rafael",665561,2024,51,56,3,14.3,".294",".549",".345","0.894","0.255",".300","1",".382","65.6","7.4","86.2","16.7",47.7,9.1,0,15.6
"Torres, Gleyber",650402,2024,587,665,15,20.5,".257",".378",".330","0.708","0.121",".306","3",".313","70.1","7.2","88.6","15",38.2,6.3,6.1,22.9
"Castellanos, Nick",592206,2024,606,659,23,21.1,".254",".431",".311","0.742","0.177",".294","10",".321","71.9","7.6","88.4","15.2",39,8.1,6.8,30.1
"Peralta, David",444482,2024,236,260,8,20.8,".267",".415",".335","0.750","0.148",".316","2",".329","71.4","7.2","88.1","8.9",36.8,5.5,4.9,28.1
"Thomas, Lane",657041,2023,628,682,28,25.8,".268",".468",".315","0.783","0.200",".325","11",".334","71.7","6.9","88.5","10.8",36.8,9.6,6.5,23
"Wiemer Jr., Joey",686894,2023,367,410,13,28.3,".204",".362",".283","0.645","0.158",".258","5",".284","71.7","7.4","89.3","10.5",28.9,9.1,4.3,33.6
"Aranda, Jonathan",666018,2023,87,103,2,30.1,".230",".368",".340","0.708","0.138",".327","2",".312","71.3","7.5","89","8.4",26.3,5.3,5.3,29.6
"Hensley, David",682073,2023,84,94,1,37.2,".119",".167",".213","0.380","0.048",".188","0",".184","70.2","6.6","90.8","2.4",28.6,4.1,10.2,29.4
"Mateo, Jorge",622761,2024,192,208,5,23.1,".229",".401",".267","0.668","0.172",".275","1",".286","72.5","7.8","88.1","14.1",30.2,4,7.4,23.1
"Hayes, Ke'Bryan",663647,2023,494,525,15,19.8,".271",".453",".309","0.762","0.182",".315","0",".324","72.3","6.9","92.2","13.2",34.1,7.4,9.9,21.2
"Frazier, Adam",624428,2023,412,455,13,14.9,".240",".396",".300","0.696","0.156",".258","4",".302","66.9","7.1","85.7","15.2",40.9,3.1,3.1,19.2
"Mauricio, Ronny",677595,2023,101,108,2,28.7,".248",".347",".296","0.643","0.099",".338","0",".284","74.7","7.7","90.7","7.6",37.1,5.7,5.7,30.9
"Nootbaar, Lars",663457,2024,348,405,12,19.5,".244",".417",".342","0.759","0.173",".281","1",".331","72.6","6.8","91.8","6",32.2,9.9,8.1,19
"Bart, Joey",663698,2024,253,282,13,25.9,".265",".462",".337","0.799","0.197",".321","6",".347","74.8","7.5","88.1","10.5",32.6,9.4,3.3,26.2
"Walsh, Jared",665120,2024,53,60,1,35,".226",".321",".317","0.638","0.095",".355","0",".289","75","7.6","84.2","21.5",40.6,9.4,3.1,41.3
"Vargas, Miguel",678246,2023,256,304,7,20.1,".195",".367",".305","0.672","0.172",".224","4",".295",,,"86.8","16.6",32,6,7.5,22.3
"Melendez Jr., MJ",669004,2023,533,602,16,28.2,".235",".398",".316","0.714","0.163",".311","3",".310","72.1","7.7","93.2","16.9",34.6,11.4,8.2,34.4
"Mastrobuoni, Miles",670156,2023,133,149,1,21.5,".241",".301",".308","0.609","0.060",".310","0",".275","67.8","6.7","87.5","13.7",31.7,1.9,4.8,22.6
"Hill, Derek",656537,2024,162,172,7,32.6,".241",".420",".271","0.691","0.179",".320","2",".296","70.4","7.3","88.3","9.8",37.6,11,4.6,35.2
"Stanton, Giancarlo",519317,2024,417,459,27,31.2,".233",".475",".298","0.773","0.242",".281","2",".330","81.2","8.6","94.6","14.7",34.8,20.7,6.5,34.4
"Bellinger, Cody",641355,2024,516,569,18,15.6,".266",".426",".325","0.751","0.160",".287","3",".322","69","7.6","87.8","17.4",32.9,6.3,3.9,22.2
"Cronenworth, Jake",630105,2023,458,522,10,18.6,".229",".378",".312","0.690","0.149",".267","11",".301","68.3","6.8","87.4","15.2",35.7,4.4,8.4,16
"Riley, Austin",663586,2023,636,715,37,24.1,".281",".516",".345","0.861","0.235",".324","9",".363","76.2","7.5","92.3","13.5",35.2,13.9,7.8,27.8
"DeLuca, Jonny",676356,2024,332,362,6,21.3,".217",".331",".278","0.609","0.114",".265","4",".269","70.8","7.6","84.6","16.2",32.7,3.9,4.7,24
"Schneider, Davis",676914,2024,397,454,13,31.7,".191",".343",".282","0.625","0.152",".257","5",".277","69.8","6.9","88.6","21.4",38,12,6.6,30.6
"Pederson, Joc",592626,2023,358,425,15,20.9,".235",".416",".348","0.764","0.181",".268","7",".331","72.6","7.4","92.1","15.2",33.5,12.1,8.5,24.6
"Arcia, Orlando",606115,2023,488,533,17,19.1,".264",".420",".321","0.741","0.156",".301","3",".321","71.1","7.7","88.2","5.4",30.6,6.9,4.6,24.3
"Cruz Jr., Nelson",443558,2023,143,152,5,30.3,".245",".399",".283","0.682","0.154",".323","2",".291",,,"92.4","10.2",33.7,9.2,7.1,36.1
"Lewis, Royce",668904,2024,292,325,16,22.8,".233",".452",".295","0.747","0.219",".251","0",".317","73.3","7.7","87.1","16.8",36.3,11.2,5.4,27
"Phillips, Brett",621433,2023,63,71,3,50.7,".175",".333",".268","0.601","0.158",".333","0",".268","68.1","6.7","86.7","18.2",29.6,7.4,11.1,47.1
"Wallner, Matt",670242,2023,213,254,14,31.5,".249",".507",".370","0.877","0.258",".328","13",".377","77.4","7.5","91.9","21",32.3,18.8,6,36.3
"Betts, Mookie",605141,2023,584,693,39,15.4,".307",".579",".408","0.987","0.272",".316","8",".416","71.3","7.2","92.4","20.6",42.5,12.4,11.2,16.7
