"last_name, first_name","player_id","year","ab","pa","home_run","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","woba","avg_swing_speed","fast_swing_rate","blasts_swing","squared_up_swing","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","z_swing_percent","oz_swing_percent","iz_contact_percent","whiff_percent"
"Davis, Jonathan",641505,2023,90,104,2,27.9,".244",".378",".307","0.685","0.134",".328","2",".298",,,,,,"84.4","7.1",35.4,4.6,1.5,64.5,22,76.8,27.9
"Wallner, Matt",670242,2024,220,261,13,36.4,".259",".523",".372","0.895","0.264",".389","16",".385","77.3",73.5,11.8,15.4,"7.3","92.8","21.6",38.1,17.5,10.3,71.7,26,68.8,38.4
"Rivas III, Alfonso",663845,2023,109,123,3,29.3,".229",".422",".303","0.725","0.193",".310","3",".313","70.6",8,8.5,24.5,"6.6","89.2","11.1",41.3,6.7,5.3,60.8,22,81.6,27.4
"Báez, Javier",595879,2024,272,289,6,23.9,".184",".294",".221","0.515","0.110",".220","2",".224","74.8",49.4,12.4,21.3,"8.6","88.3","11.2",27.7,7.8,6.3,64.9,43.2,82.3,30.2
"Rengifo, Luis",650859,2024,283,304,6,14.5,".300",".417",".347","0.764","0.117",".339","4",".335","69.7",12,7.6,27,"7.2","87","6.7",30.4,2.5,5,80,35.6,85.4,22.3
"Bart, Joey",663698,2024,253,282,13,25.9,".265",".462",".337","0.799","0.197",".321","6",".347","74.8",51,12,21.4,"7.5","88.1","10.5",32.6,9.4,3.3,59.6,26.4,83.9,26.2
"Carter, Evan",694497,2024,144,162,5,26.5,".188",".361",".272","0.633","0.173",".227","2",".278","71",15.6,10.6,24.4,"7.1","86","13.9",33.3,5.9,5.9,56,18.5,83.8,23.4
"Clement, Ernie",676391,2024,434,452,12,9.1,".263",".408",".284","0.692","0.145",".266","3",".297","66.8",1,6.1,36.9,"6.8","85.5","16.3",34.3,3.8,5.3,70.1,43.3,90,14.4
"Martini, Nick",605361,2024,146,163,5,23.3,".212",".370",".272","0.642","0.158",".245","4",".279","69.8",6.8,7.6,25.1,"6.9","87.4","14.9",32.4,7.2,1.8,68,29.7,81.9,24.8
"Kjerstad, Heston",677008,2024,99,114,4,28.9,".253",".394",".351","0.745","0.141",".339","5",".327","70.9",16,8,20.5,"7","90.2","10.3",28.8,6.1,7.6,78.5,35,82.2,31.1
"Choi, Ji Man",596847,2023,104,117,6,29.9,".163",".385",".239","0.624","0.222",".169","1",".267","72.2",25.8,15.3,24.2,"7.3","93.4","11.9",33.8,19.7,8.5,71.8,23.5,79,30.8
"Smith, Kevin",675656,2023,135,146,5,34.9,".185",".326",".220","0.546","0.141",".253","1",".236","69.4",3,6,17.9,"7.4","88","13.6",30.3,9,10.1,64.5,42.3,78.2,31.8
"Siri, Jose",642350,2023,338,364,25,35.7,".222",".494",".267","0.761","0.272",".269","2",".319","73.3",31.6,8.5,19.5,"7.9","88.4","14.4",33,13.2,4.7,69.7,37.9,70.2,40.3
"Kiermaier, Kevin",595281,2024,259,281,5,30.6,".197",".313",".237","0.550","0.116",".272","2",".241","70.4",11.3,8,22.4,"7.1","86.4","7.3",27.6,3.9,5,76.3,33.1,69.2,37.5
"Caratini, Victor",605170,2024,245,274,8,19.3,".269",".408",".336","0.744","0.139",".310","3",".324","71.9",23.5,12.1,30.6,"7","91.2","9.3",35.9,5.6,6.2,67.5,25.8,84.7,23.3
"Adams, Riley",656180,2024,116,130,2,26.9,".224",".336",".292","0.628","0.112",".296","2",".275","75.5",52.5,12.6,18.8,"8.1","89.9","13.6",30.1,7.2,2.4,68.4,30.2,79.3,28.1
"Smith, Josh",669701,2023,195,232,6,23.7,".185",".328",".304","0.632","0.143",".222","9",".287","69.4",4.9,11.6,27.4,"6.4","88.5","12.5",30.8,10.5,7.7,62.2,22.2,85.2,21.3
"Langeliers, Shea",669127,2024,482,534,29,27.2,".224",".450",".288","0.738","0.226",".252","5",".315","74.1",42,12.9,23.7,"7.3","91.3","16.3",35.3,12.8,5.2,69.5,30.7,80.3,29.2
"Raleigh, Cal",663728,2023,513,569,30,27.8,".232",".456",".306","0.762","0.224",".273","1",".326","75",50.1,9.6,19.4,"7.8","89.5","20.3",36.5,12.6,7,70.9,31.4,78.8,29.9
"Varsho, Daulton",662139,2024,459,513,18,26.7,".214",".407",".293","0.700","0.193",".262","4",".304","73.7",34.4,8.2,17.7,"7.6","86.1","24.4",30.2,6.2,9,70.3,25.9,79.3,27
"Stephenson, Tyler",663886,2024,457,515,19,22.7,".258",".444",".338","0.782","0.186",".307","8",".339","70.8",9.4,12.7,30.5,"7.4","90.2","10.9",33,9.1,6.1,63.4,23.7,86.8,22.7
"Gomes, Yan",543228,2024,91,96,2,37.5,".154",".242",".179","0.421","0.088",".222","1",".184","68.7",3.5,7.6,18.2,"7.6","87.1","17",42.1,10.5,7,72.8,44,77.7,34.1
"Crawford, Brandon",543063,2024,71,80,1,32.5,".169",".282",".263","0.545","0.113",".250","1",".248","70.6",13.8,6.5,17.4,"7.4","89.7","13.5",37.8,6.7,2.2,71.8,29,76.9,35.8
"Chang, Yu",644374,2023,105,112,6,30.4,".162",".352",".200","0.552","0.190",".169","2",".236","72.6",23.3,14,27.9,"7.6","88.8","9.8",31.5,5.5,5.5,70.9,35.5,81.3,35.3
"Farmer, Kyle",571657,2023,336,369,11,23.3,".256",".408",".317","0.725","0.152",".311","8",".316","66.6",1.1,7.5,28.7,"6.8","86.4","13.2",36.1,6.7,5.6,62.7,32.2,86.7,23.2
"Barnes, Austin",605131,2024,140,156,1,23.1,".264",".307",".331","0.638","0.043",".350","0",".289","68.2",2.2,6.5,25.5,"6.4","86.3","9.5",30.2,1.9,3.8,69.8,19.6,83.4,22.8
"Fermin, Freddy",666023,2023,217,235,9,21.3,".281",".461",".321","0.782","0.180",".323","1",".333","68.8",6.7,11.7,31,"7.3","89.9","11.7",35.1,9.9,3.5,80.8,30,83.1,24.3
"Olivares, Edward",658668,2024,174,196,5,18.9,".224",".333",".291","0.624","0.109",".250","2",".276","71.8",23.4,10.9,22,"7.3","86.8","9.2",35.5,6.4,2.8,68.8,32.9,84.6,24.2
"Rortvedt, Ben",666163,2024,290,328,3,26.8,".228",".303",".317","0.620","0.075",".317","4",".283","69.7",5.2,5.6,23.5,"7.1","86.2","11.9",30.2,3.5,3,58.9,27.8,81.6,26.7
"Pache, Cristian",665506,2023,84,95,2,28.4,".238",".417",".319","0.736","0.179",".327","0",".320","70",8.1,8.1,16.2,"7.3","89.9","8.6",39.7,6.9,5.2,69.1,26.2,68.9,35.2
"Bleday, JJ",668709,2024,572,642,20,19.5,".243",".437",".324","0.761","0.194",".279","2",".330","71.7",16.5,11.8,26.5,"7.3","88.5","18.6",37.1,8.3,7.1,67.8,24.7,82.5,26.1
"Tatis Jr., Fernando",665487,2023,575,635,25,22.2,".257",".449",".322","0.771","0.192",".299","3",".332","73",30.3,12.7,24.9,"7.4","91.9","11",31.5,11,7.8,78.7,32.3,77.2,30.5
"Taveras, Leody",665750,2023,511,554,14,21.1,".266",".421",".312","0.733","0.155",".318","1",".316","71.3",14.7,12.9,27.8,"7.3","90.1","10.2",35.2,7.2,5.5,70.9,28.2,83.3,24.2
"Montero, Elehuris",660707,2024,224,247,4,22.7,".205",".304",".267","0.571","0.099",".251","0",".254","75.1",53.1,10.7,20.2,"7.6","89.5","17",27.5,7.6,6.4,72.3,39.3,85.9,30.3
"Grisham, Trent",663757,2024,179,209,9,27.3,".190",".385",".290","0.675","0.195",".217","4",".295","70.4",5.7,13.6,30.9,"7.7","90.6","20",25.6,12,7.2,56.9,13.8,79.9,23.3
"Lux, Gavin",666158,2024,439,487,10,22.6,".251",".383",".320","0.703","0.132",".312","2",".310","71.2",15.6,10.9,25.6,"7.3","88.3","9.1",35,6,7.3,66.8,23.1,82.5,23.3
"Nido, Tomás",621512,2023,56,61,0,29.5,".125",".125",".153","0.278","0.000",".179","0",".128",,,,,,"85","5.7",26.8,0,4.9,75,51.8,78.8,35
"Seager, Corey",608369,2023,477,536,33,16.4,".327",".623",".390","1.013","0.296",".340","4",".419","71.8",17.3,13.8,29.4,"6.6","93.3","13",38,15.2,11.4,83.6,28.1,85.9,25
"Alvarez, Francisco",682626,2023,382,423,25,26,".209",".437",".284","0.721","0.228",".222","6",".310","74.5",48.3,13.4,25.2,"7.4","90.1","12.5",28.6,12.8,8.1,65.9,26.1,76.9,31.8
"Grisham, Trent",663757,2023,469,555,13,27.7,".198",".352",".315","0.667","0.154",".264","5",".299","70.5",8.3,10.9,24.7,"7.6","90.3","18.3",32.8,11.9,7.5,60.3,21.6,76.6,28.3
"Naylor, Bo",666310,2024,354,389,13,31.4,".201",".350",".264","0.614","0.149",".262","2",".269","70.6",9.8,9.2,23.1,"7.4","88.8","19.9",32.6,8.1,6.8,65.7,27.2,78.7,28.3
"Freeman, Tyler",671289,2024,330,383,7,13.8,".209",".321",".305","0.626","0.112",".227","19",".283","71.7",17.4,11.6,30.5,"7.2","87.7","13",30.7,3.2,6.7,64.5,29.1,89.5,16.4
"Mateo, Jorge",622761,2023,318,350,7,23.4,".217",".340",".267","0.607","0.123",".267","1",".265","73.4",33.1,13.5,26.4,"7.6","88.4","10.4",28.3,5.3,9.4,68.1,33.9,82.5,28.1
"Hensley, David",682073,2023,84,94,1,37.2,".119",".167",".213","0.380","0.048",".188","0",".184","70.2",28.6,0,28.6,"6.6","90.8","2.4",28.6,4.1,10.2,56.3,18.8,77.6,29.4
"Acuña Jr., Ronald",660670,2024,192,222,4,23.9,".250",".365",".351","0.716","0.115",".326","3",".322","76.8",73.1,12.7,22.3,"7.6","92.2","8.5",31.7,9.4,6.5,71,21.4,77,27.5
"López, Jack",605346,2024,67,71,1,35.2,".254",".343",".286","0.629","0.089",".390","1",".277","71.2",13.2,5.9,18.4,"7.5","87.3","10",32.6,2.3,2.3,69.3,42.7,76.9,33.8
"Perdomo, Geraldo",672695,2023,407,495,6,17.4,".246",".359",".353","0.712","0.113",".295","6",".319","65.7",2.5,3.9,36.3,"6.7","85.7","16.4",35.4,0.9,4.4,59.4,17.1,86.8,15.1
"Short, Zack",670097,2023,221,253,7,26.1,".204",".339",".292","0.631","0.135",".255","0",".281","70.5",1.7,7.5,22.5,"7.1","87.6","21.2",33.3,8.8,6.3,64.2,16.4,80.5,24.9
"Chapman, Matt",656305,2024,575,647,27,24.4,".247",".463",".328","0.791","0.216",".293","6",".340","76.6",64.1,14.1,21.5,"7.5","93.2","16.2",31.3,12.6,8.1,63.5,24.2,81.1,23.5
"Duvall, Adam",594807,2024,303,330,11,30,".182",".323",".245","0.568","0.141",".227","5",".252","72.4",23.1,9.9,19.5,"7.6","86.9","22.2",27.8,10.7,4.9,65.4,33.5,84.2,27.7
"Garver, Mitch",641598,2024,367,430,15,30.9,".172",".341",".286","0.627","0.169",".216","7",".281","71.2",9.9,10.3,24.8,"7.3","89.9","18.3",32.5,8.4,7.2,57.6,20,78.6,30.8
"Alonso, Pete",624413,2024,608,695,34,24.7,".240",".459",".329","0.788","0.219",".276","13",".340","75.2",51.8,14.3,22.8,"7.3","89.8","14.4",30.5,13.2,6.6,61,25.9,85.9,24.7
"Cooper, Garrett",643265,2023,422,457,17,28.9,".251",".419",".304","0.723","0.168",".324","2",".313","73.8",38.3,9.8,15.4,"7.8","89","13.3",40.4,10.3,7.5,66.9,39.5,79.8,30.7
"France, Ty",664034,2024,479,535,13,21.3,".234",".365",".305","0.670","0.131",".277","13",".296","71",14.3,9.3,24.1,"7.6","88.7","12.9",30.5,7.3,6.2,74.7,26.9,83.6,24.2
"Kiner-Falefa, Isiah",643396,2024,465,496,8,15.7,".269",".376",".306","0.682","0.107",".307","10",".299","67",2.2,8.6,35.1,"6.8","86.1","9.1",31.6,2.3,5.1,60.8,30.1,90.2,14.8
"Perez, Salvador",521692,2024,590,652,27,19.8,".271",".456",".330","0.786","0.185",".302","11",".335","73.2",33.3,13,24.9,"7.9","91.1","19",39.4,12.2,6.6,77.3,42.9,81.7,27.8
"Sosa, Lenyn",672820,2024,351,369,8,20.9,".254",".359",".283","0.642","0.105",".303","3",".280","71.7",17,10.1,26.9,"7.4","89","12.3",42.2,6.1,9,67.9,37.3,86.8,19.8
"Suzuki, Seiya",673548,2023,515,583,20,22.3,".285",".485",".357","0.842","0.200",".341","2",".358","72.4",30.9,15.7,29.1,"7.1","91.4","10.8",36.5,10.5,8.2,60.5,19.8,84.2,21.3
"Soderstrom, Tyler",691016,2024,189,213,9,24.9,".233",".429",".315","0.744","0.196",".273","3",".322","74.4",45.5,14.3,24.9,"7.5","91.9","9.6",31.4,14.6,9.5,69.1,29.2,81.2,30.1
"Rendon, Anthony",543685,2024,206,238,0,14.7,".218",".267",".307","0.574","0.049",".257","5",".264","68.3",1.9,8.4,34,"6.7","87.9","14.1",31.4,2.3,8.6,59.4,17.4,91.4,12.5
"Ramos, Heliot",671218,2024,475,518,22,26.1,".269",".469",".322","0.791","0.200",".329","2",".339","75.2",55.2,13.7,22.3,"6.9","91.5","10.4",34.3,14.5,5.5,72.3,29.9,81.7,28.7
"Lindor, Francisco",596019,2023,602,687,31,19.9,".254",".470",".336","0.806","0.216",".277","12",".346","71",14.7,11.8,28.3,"7.6","91.2","19.2",35.8,10.4,7.2,70.3,27.2,83.9,22.8
"Fermín, José",665877,2023,51,61,0,13.1,".235",".255",".339","0.594","0.020",".279","2",".281","65.3",0,8.3,40.3,"7.1","89.5","9.9",35.6,0,0,57.5,23.6,90.8,12.2
"Barrero, Jose",676480,2023,133,149,2,29.5,".218",".323",".295","0.618","0.105",".307","0",".276",,,,,,"87.5","17.2",31.1,3.3,3.3,70.5,33.4,79,35.2
"Tucker, Kyle",663656,2024,277,339,23,15.9,".289",".585",".408","0.993","0.296",".282","1",".419","72.1",22.8,13.7,30.5,"7.5","91.1","21.2",40,12.9,7.6,67.7,17.5,87.3,19
"Lamb, Jake",571875,2023,51,54,2,27.8,".216",".353",".259","0.612","0.137",".265","0",".267",,,,,,"89.1","12",36.1,5.6,11.1,73.2,27.2,74.4,33.1
"Murphy, Sean",669221,2023,370,438,21,22.4,".251",".478",".365","0.843","0.227",".286","18",".366","74.4",47.2,11.6,21.7,"7.8","91.5","13.1",38.1,16.1,6.2,69.5,23,80.9,25.9
"Goodman, Hunter",696100,2023,70,77,1,31.2,".200",".386",".247","0.633","0.186",".277","0",".266","75.7",55.7,13.9,18,"7.1","88.7","10.8",27.1,10.4,10.4,63.9,35.6,77.6,38
"Marte, Ketel",606466,2023,569,650,25,16.8,".276",".485",".358","0.843","0.209",".300","5",".361","73.2",34.5,14.1,25.4,"7.5","91.1","10.7",30.8,8,6,67.2,24.5,85.8,20.5
"Delay, Jason",641511,2023,167,187,1,23.5,".251",".347",".319","0.666","0.096",".333","3",".296","67.1",1.7,0.8,24.2,"7.1","83.8","12.3",34.9,3.2,4,69.4,31.4,82.8,25.6
"Marcano, Tucupita",672779,2023,202,220,3,15.9,".233",".356",".276","0.632","0.123",".265","3",".275","65.7",3.3,3.3,26.7,"7.4","88.3","14.4",32,5.2,5.2,72.4,29.4,88,15.6
"Maldonado, Martín",455117,2024,135,147,4,34.7,".119",".230",".174","0.404","0.111",".150","1",".181","70.9",10,8.2,20.9,"7.6","88","20.1",29.9,8,4.6,64.1,31.6,75.6,36.1
"Casas, Triston",671213,2023,429,502,24,25.1,".263",".490",".367","0.857","0.227",".317","1",".367","75.8",61.5,13.6,20.6,"7.8","91.1","15.7",36.1,13.1,7.5,66.5,22.1,77.3,28.1
"Wallner, Matt",670242,2023,213,254,14,31.5,".249",".507",".370","0.877","0.258",".328","13",".377","77.4",76.2,11.3,16.3,"7.5","91.9","21",32.3,18.8,6,69.8,26.9,68.6,36.3
"Valdez, Enmanuel",665839,2024,201,223,6,23.8,".214",".363",".270","0.633","0.149",".253","0",".275","70.4",10.5,8.6,25.6,"7.5","89.4","19.3",32,9.2,5.9,60.5,28.6,85,22.1
"Dickerson, Corey",572816,2023,144,152,2,18.4,".250",".354",".283","0.637","0.104",".296","0",".277","69.9",15.7,8.6,28.6,"7.4","88.1","9.4",32.5,3.4,2.6,72.2,48.7,85.3,22.4
"Rojas, Johan",679032,2023,149,164,2,25.6,".302",".430",".342","0.772","0.128",".410","4",".335","70.2",13.5,8.6,24.9,"7.3","86.6","7.3",29.2,0.9,2.7,67.5,40.4,82.1,25.9
"Stallings, Jacob",607732,2024,243,281,9,23.1,".263",".453",".357","0.810","0.190",".324","9",".353","67.6",1.2,7.7,26.6,"7.2","86.6","12.8",38.9,7.2,7.2,64.4,25.5,79.3,29.8
"Marte, Noelvi",682622,2023,114,123,3,20.3,".316",".456",".366","0.822","0.140",".384","1",".357","74.1",41.3,17.5,31.2,"7.3","91.3","1.9",27,7.9,3.4,64.8,28.6,83,26.3
"Kieboom, Carter",666198,2023,87,94,4,28.7,".207",".368",".266","0.634","0.161",".250","1",".277","71.4",12.8,5.7,19.9,"7.1","86.1","15.2",33.3,5,1.7,69.6,25,74.8,34.4
"Reyes, Franmil",614177,2023,59,65,2,36.9,".186",".288",".231","0.519","0.102",".257","0",".227",,,,,,"93","-2.1",27,16.2,2.7,71.3,28.7,76.3,35.2
"Valdez, Enmanuel",665839,2023,139,149,6,24.8,".266",".453",".311","0.764","0.187",".323","1",".328","70.4",10.5,13.2,26.3,"7.6","87.5","10.2",35.3,10.8,8.8,59.7,28.7,82,24.3
"d'Arnaud, Travis",518595,2024,307,341,15,26.1,".238",".436",".302","0.738","0.198",".280","6",".319","71.4",20.7,9.3,21.1,"7.8","89.9","11.6",32.9,10.4,7.2,74.5,27.3,73.6,32.8
"De La Cruz, Bryan",650559,2023,579,626,19,22.7,".257",".411",".304","0.715","0.154",".307","1",".309","72.2",23.6,12.4,24.5,"7.7","89.9","11.8",41,8.8,7.2,68.2,34.3,78.3,28.7
"Kelly, Carson",608348,2023,136,151,2,26.5,".206",".287",".278","0.565","0.081",".274","0",".255","70.2",6.5,7.7,23.9,"7.1","86.8","15.6",27.8,2.1,6.2,63.8,26,74.1,30.2
"Herrera, Jose",645444,2023,101,120,0,25,".208",".257",".296","0.553","0.049",".292","0",".256","66.2",2.5,3.7,33.3,"6.9","85.9","11.3",35.1,0,3.9,58.3,17.2,84.2,19.6
"DeLuca, Jonny",676356,2024,332,362,6,21.3,".217",".331",".278","0.609","0.114",".265","4",".269","70.8",11.2,6.2,20.3,"7.6","84.6","16.2",32.7,3.9,4.7,71.5,37.8,82.3,24
"Contreras, Willson",575929,2023,428,495,20,22.4,".264",".467",".358","0.825","0.203",".311","13",".358","76.3",62,15,20.6,"7.7","91.3","10.1",34.1,12.2,5.9,68.9,31.1,81.3,29
"Hayes, Ke'Bryan",663647,2023,494,525,15,19.8,".271",".453",".309","0.762","0.182",".315","0",".324","72.3",20.9,16.2,32.7,"6.9","92.2","13.2",34.1,7.4,9.9,61,30.7,89.3,21.2
"Mullins II, Cedric",656775,2024,444,499,18,19.6,".234",".405",".305","0.710","0.171",".261","5",".310","71",7.6,8.4,23.7,"7.5","87.1","21.5",31.7,4.9,5.4,73.3,28.1,84.3,19.2
"Adames, Willy",642715,2023,553,638,24,25.9,".217",".407",".310","0.717","0.190",".259","6",".311","72.5",24.2,8.7,20,"8.2","87.4","18.2",35,12.4,4.1,71.5,31.8,79.3,31
"Gelof, Zack",680869,2024,497,547,17,34.4,".211",".362",".270","0.632","0.151",".296","4",".276","71.6",11.7,7.8,19.8,"7.3","89.2","14.2",34.4,8.8,6.3,72.1,29.7,73.5,36.4
"Hoerner, Nico",663538,2023,619,688,9,12.1,".283",".383",".346","0.729","0.100",".312","14",".322","68.8",2.5,9.2,35.6,"7.1","86.6","10.5",33.2,1.8,4.2,60.5,30.5,93,12.5
"Lopez, Nicky",670032,2023,225,262,1,15.3,".231",".307",".326","0.633","0.076",".276","6",".288","65.3",0,3.1,28.8,"6.7","86.7","0.5",32.1,1.1,5.3,67.9,26.6,84.6,22
"Tovar, Ezequiel",678662,2023,581,615,15,27,".253",".408",".287","0.695","0.155",".328","4",".298","71.9",21.4,8.6,20,"7.5","88","12.6",36.4,8.1,3.6,79.8,42,80,31.3
"Walls, Taylor",670764,2024,218,252,1,26.6,".183",".248",".282","0.530","0.065",".255","0",".245","67.3",1.7,4.5,24.5,"7.2","86.1","18.2",29.9,3.2,5.2,69.3,20.3,80.3,25
"Sweeney, Trey",700242,2024,110,119,4,26.9,".218",".373",".269","0.642","0.155",".267","1",".279","74.3",43.2,13.1,23.1,"7.7","91.1","12.8",27.8,8.9,10.1,67,33.5,82,32.4
"Schwarber, Kyle",656941,2023,585,720,47,29.9,".197",".474",".343","0.817","0.277",".209","6",".350","77.1",74.4,15.2,21.4,"7.9","92.4","19",34.3,16.4,6.7,55.8,21.6,77.1,31.5
"Bauers, Jake",641343,2023,242,272,12,34.9,".202",".413",".279","0.692","0.211",".268","0",".297","75.1",57.7,9.4,16.4,"7.8","89.1","13.8",36,18.7,5.3,66.1,24.6,75.6,33.3
"Drury, Brandon",592273,2024,325,360,4,22.5,".169",".228",".242","0.470","0.059",".210","5",".217","72.6",23.1,9.6,22.6,"7.4","87.6","6",25.9,3.6,6.1,66.2,26.5,81.7,24.4
"Brantley Jr., Michael",488726,2023,54,57,2,3.5,".278",".426",".298","0.724","0.148",".255","0",".309","68.6",1.3,19.5,50.6,"6.7","90.4","14.1",35.8,0,3.8,55.6,19.1,94.3,8
"Carpenter, Kerry",681481,2024,264,296,18,25.3,".284",".587",".345","0.932","0.303",".328","4",".390","71.5",14.5,11.7,24.7,"7.5","90.5","17.6",40.1,17.7,5.7,70.4,32.2,81.6,30.3
"Nevin, Tyler",663527,2023,95,111,2,22.5,".200",".316",".306","0.622","0.116",".246","3",".282","67.2",0,5.2,32.5,"6.9","89.3","13.7",26.8,7,5.6,69,22.7,83,22.7
"Jung, Josh",673962,2024,178,188,7,25.5,".264",".421",".298","0.719","0.157",".323","1",".311","72",14.6,7.5,25,"7.2","86.2","12.2",38.2,9.9,4.6,68.9,35.5,76.6,31.9
"Cooper, Garrett",643265,2024,107,116,1,30.2,".206",".299",".267","0.566","0.093",".296","2",".253","72.9",26.9,7.4,20.6,"7.8","85.9","12.7",47.2,9.7,6.9,57.2,37,80.5,29.5
"Bethancourt, Christian",542194,2024,139,147,5,24.5,".209",".367",".241","0.608","0.158",".245","1",".263","71.9",23.8,9.1,23.8,"7.5","89.1","12.4",25.7,7.6,4.8,77.5,48.4,75.4,31.5
"O'Neill, Tyler",641933,2023,238,266,9,25.2,".231",".403",".312","0.715","0.172",".284","0",".313","72.6",25,12.9,25.4,"7","89.2","15",29.2,12.3,5.8,66.7,25.3,81.5,27.8
"Schunk, Aaron",668845,2024,94,98,2,31.6,".234",".330",".265","0.595","0.096",".328","0",".257","68.8",5.8,5.3,18.4,"6.6","85.3","11.9",39.7,4.8,4.8,76,42.2,80.1,27.6
"Noel, Jhonkensy",678877,2024,179,198,13,31.8,".218",".486",".288","0.774","0.268",".250","5",".331","78",77,9.5,14.1,"7.7","88.6","19.3",30.8,14.5,4.3,66.1,45,80.5,34.2
"McKinstry, Zach",656716,2024,297,325,4,21.2,".215",".337",".277","0.614","0.122",".265","2",".270","67.2",0.8,6.9,30.4,"6.7","88","18.7",37.8,4.3,7.8,66.7,27.9,84.9,22.1
"Nootbaar, Lars",663457,2024,348,405,12,19.5,".244",".417",".342","0.759","0.173",".281","1",".331","72.6",28.2,17.8,31,"6.8","91.8","6",32.2,9.9,8.1,56.5,16.9,86.7,19
"Suwinski, Jack",669261,2023,447,534,26,32.2,".224",".454",".339","0.793","0.230",".290","6",".341","73.7",35.7,7.4,17.3,"7.3","90.5","22.4",34.2,15.7,7.5,61.1,18.2,77.5,30.1
"Torkelson, Spencer",679529,2023,606,684,31,25,".233",".446",".313","0.759","0.213",".269","6",".326","75",50.4,13.7,23,"7.6","91.8","17.1",33.2,14.1,7,67.5,23.6,82.4,24.7
"Kiermaier, Kevin",595281,2023,370,408,8,21.1,".265",".419",".322","0.741","0.154",".321","4",".320","69.8",5.4,7.6,22.4,"7.1","86.7","5.6",29.4,3.5,2.8,71.6,27.4,77.9,30.6
"Urshela, Gio",570482,2024,432,461,9,15.6,".250",".361",".286","0.647","0.111",".278","1",".281","68.2",4.1,7.4,28.9,"7.1","86.4","10.5",38.6,4.9,5.2,72.7,36.4,83.9,20.3
