"id","name","side","avg_batter_y_position","avg_batter_x_position","avg_foot_sep","avg_stance_angle","avg_intercept_y_vs_batter","avg_intercept_y_vs_plate","year"
665862,"Chisholm Jr., Jazz","L",22.968414666980806,25.353320067758776,30.38940531120731,-3.21494707386489,28.374879451499073,5.453330665855951,2024
665742,"Soto, Juan","L",25.570370772635155,29.47172446854572,41.61307269719931,-13.030313193151658,25.925493772577695,0.3551229999425338,2024
667670,"Rooker, Brent","R",30.541066918271753,26.856948500167462,27.467333702237163,-13.488226155918285,33.954053223033576,3.588666804039484,2024
691026,"Winn, Masyn","R",32.045476716308144,22.890101232725986,13.29976642735139,-47.785104110439825,33.04207834847639,1.041860311411991,2024
650333,"Arraez, Luis","L",33.28215009773525,25.301465829403668,26.865096093654795,-23.35756497912248,32.724171168955266,-0.5579789287799599,2024
676475,"Burleson, Alec","L",35.407974666382295,21.933464227673635,21.828654505874088,-26.840856072097747,29.591988080156604,-5.815986586225689,2024
668715,"Steer, Spencer","R",27.869734972321723,26.151779512252613,38.606443201464984,-2.0402605313949387,32.535731620327184,4.665996648005468,2024
656941,"Schwarber, Kyle","L",21.681565938014106,26.589630031284457,30.449791148531464,-4.283907977394191,31.280457888127113,9.598891950113014,2024
621020,"Swanson, Dansby","R",32.22112240687079,27.44085129249359,23.269035492627335,-9.28111609563441,30.610360583669173,-1.6107618232016208,2024
656305,"Chapman, Matt","R",28.56244393497671,30.311436788446244,27.539201581221803,-9.5297904065873,26.76412880548504,-1.7983151294916695,2024
571448,"Arenado, Nolan","R",28.625918904167882,28.695141032656466,32.208142483864414,0.9062988971179362,33.53248040457975,4.90656150041184,2024
683734,"Vaughn, Andrew","R",30.52456091705625,29.73185675501686,32.05535675588071,0.15635092265182893,31.76429534256235,1.2397344255061142,2024
668227,"Arozarena, Randy","R",18.16800485527694,24.093748827990748,19.111385939948228,1.3890738972562842,32.82171557078309,14.694746151451753,2024
668709,"Bleday, JJ","L",27.455382698077596,31.232800567827095,35.27328114799456,-20.392065408662443,31.812706799754473,4.3573241016768876,2024
666624,"Morel, Christopher","R",27.136594687092174,28.264440109819255,22.75584200294797,-18.485657786168964,32.717199713208856,5.580605026116686,2024
668930,"Turang, Brice","L",25.381261159552537,26.09630874687362,38.06567654714323,1.354619998565549,30.98268551807518,5.601424358522639,2024
543807,"Springer, George","R",25.056609972245077,28.065885311815705,26.4818918445637,-2.166152485822779,21.591975657884902,-3.4646343143601683,2024
606115,"Arcia, Orlando","R",27.860916588102995,26.722353054899457,32.90925549243298,-18.750664034928793,29.847128177116236,1.9896288062066247,2024
663538,"Hoerner, Nico","R",29.843736038052775,26.97140114148971,26.731393824233773,-9.492504094522902,27.77859733055548,-2.065138707497308,2024
669701,"Smith, Josh","L",33.51634632005824,28.31658400968684,17.907158461824622,-24.062511782387208,34.29425044300173,0.9558768824772308,2024
596019,"Lindor, Francisco","L",26.585167434683317,26.190489426541525,26.975445907734837,-7.322381028380562,29.88897722956596,3.3038097948826497,2024
621493,"Ward, Taylor","R",31.048561663369888,27.553320795434843,17.792258452866395,-37.99150616926527,31.55918553513541,0.5106238717655387,2024
669257,"Smith, Will","R",33.15879081232783,27.840190424623426,18.989524323220063,-19.352829863279847,31.789980287899542,-1.3644747167348257,2024
607208,"Turner, Trea","R",27.652828742242853,27.388287405950926,37.66442452989524,0.9124478305848869,31.808688446234395,4.200147943333665,2024
682985,"Greene, Riley","L",26.272240415432126,23.250309038787133,27.198915184957343,-10.022937964098906,32.17509690015025,5.902856484718143,2024
657557,"DeJong, Paul","R",27.30507949492925,27.209013815605175,28.609609656175508,-18.318878261862018,32.179391417173136,4.874311922243898,2024
669394,"Burger, Jake","R",23.25751518789613,32.79585950505459,23.122068364192657,-3.5077718700363683,32.79223017536205,9.530326735304435,2024
608324,"Bregman, Alex","R",29.354492907686762,26.50369824217518,31.123557339039436,2.9566596050737664,30.34819370225503,0.9937007945682623,2024
687263,"Neto, Zach","R",22.351355697078894,22.141586167324455,34.432164462851816,-4.8973934305754865,34.298394667583,11.947038970504089,2024
572233,"Walker, Christian","R",28.275557095248733,28.175887601125286,26.164711259264315,-15.780961906847132,31.0451619505928,2.8663756012712973,2024
670541,"Alvarez, Yordan","L",26.501685551798364,27.651783861978593,39.68406627921877,-6.912308084246522,36.74327999040089,10.281565473223033,2024
686668,"Doyle, Brenton","R",25.01624543212373,28.450826034828115,41.34247526027185,-5.03053135013813,25.919642478078654,0.9033970459549323,2024
683737,"Busch, Michael","L",30.047248229623335,26.907851042209547,31.26554747722363,-4.748887059317134,32.519839281135596,2.47259105151225,2024
657077,"Verdugo, Alex","L",31.248003677811663,23.69364764688778,21.872433020551174,-35.95982561976762,33.01735626386772,1.7693525860560761,2024
663837,"Vierling, Matt","R",37.131838231305686,27.934550457919627,26.757948676056895,-17.5212928684351,29.723524634575956,-7.408313596729732,2024
663624,"Mountcastle, Ryan","R",26.290586744928778,31.102269320640055,34.547545602797506,1.7715162176044148,25.62058516794588,-0.670001576982898,2024
681297,"Cowser, Colton","L",27.14297038589854,28.711306268740366,32.834747839028786,-0.42818499100079876,34.7594492654756,7.665998920002956,2024
664761,"Bohm, Alec","R",25.09647826521296,28.84063285312476,38.14874013513726,-6.859314207242555,28.56155672962645,3.4650784644135015,2024
686469,"Pasquantino, Vinnie","L",27.069516836853502,30.17720149318563,38.047472369322655,-23.1724287649694,30.66848049762692,3.5989636607734212,2024
608070,"Ramírez, José","L",29.14475830359813,21.698592052158943,27.18808667675256,-8.795977694422632,32.59066965043007,3.4459113468319664,2024
682998,"Carroll, Corbin","L",28.972925372458917,29.10960195295584,28.9583932366313,-2.7155718780386726,35.18000112688533,6.253879886738787,2024
680977,"Donovan, Brendan","L",27.80802892265547,27.486627969147584,38.77697151373577,-9.332030357105355,26.691630614421754,-1.1163983082337143,2024
663993,"Lowe, Nathaniel","L",27.015511402096955,29.9895925533874,31.535669643255503,-14.452121047330005,28.603114544225686,1.587603142128735,2024
650490,"Díaz, Yandy","R",29.336482800011883,28.453502579314094,29.343168156738873,-27.70923911401134,30.705017885106972,1.3685350850950968,2024
623993,"Santander, Anthony","L",21.17436502372609,25.642692267012386,29.67109476703051,-4.2239920921356635,34.50804047820319,13.333675454477078,2024
680869,"Gelof, Zack","R",22.410887569914895,28.266328036675038,40.060641886217624,-3.7141988315678964,27.739761664034468,5.328874094119563,2024
641355,"Bellinger, Cody","L",32.43153897951155,23.770468772954615,22.386095841638106,-17.58074924902584,31.227629624653552,-1.2039093548579984,2024
666971,"Gurriel Jr., Lourdes","R",29.023865049195543,25.682591848250134,25.49349572634046,-11.769339168974444,29.154498787018817,0.13063373782327048,2024
660821,"Sánchez, Jesús","L",27.680591559822382,29.58850803553366,31.104502743365845,-10.0182509588508,31.989596451200015,4.408781533720763,2024
624585,"Soler, Jorge","R",27.675964820091185,29.251923682032498,38.36280334925488,-17.779852072410538,29.160070825181926,1.4841060050907409,2024
502110,"Martinez, J.D.","R",31.346829460254913,31.709951652184905,27.13603799264269,0.0044193016145870866,27.869889639330125,-3.4769398209247946,2024
690993,"Keith, Colt","L",26.222666991375924,29.334733372891677,33.632414177224966,-5.20658357997199,29.624235937308846,3.401568945932926,2024
681082,"Stott, Bryson","L",24.24276715322674,25.440580126742834,40.879155216945236,-4.994209274100179,27.39469267802874,3.151925524801996,2024
672580,"Garcia, Maikel","R",30.308228385982044,26.07879293608983,32.331083236029556,4.572031725829955,33.11804743229562,2.809819046313585,2024
664034,"France, Ty","R",29.589718296389577,26.616135703333857,28.719892986247114,-29.033608060222715,27.465053397754847,-2.1246648986347445,2024
669004,"Melendez, MJ","L",29.029551277813752,28.08387482770826,28.10573163614046,-35.93199761286195,29.898136690581502,0.8685854127677501,2024
694192,"Chourio, Jackson","R",24.85361943037781,29.261079702457813,39.95055165089021,-2.717129629515184,28.598223418996017,3.744603988618188,2024
671218,"Ramos, Heliot","R",24.59109091441939,28.16228100194299,30.04135800534753,-3.152421802282522,26.45142721962894,1.860336305209529,2024
665833,"Cruz, Oneil","L",26.217000380517714,28.323437779476983,40.98916389615582,-8.686954060181684,35.27384684754189,9.354067199520998,2024
457759,"Turner, Justin","R",31.376129776063415,21.798217585683453,14.145009640924396,-20.760619620998632,37.07188611500198,5.695756338938569,2024
681351,"O'Hoppe, Logan","R",25.04511063036541,26.88449771319821,33.85731628696139,0.825849036728783,35.12867003208393,10.173546116859221,2024
668901,"Vientos, Mark","R",26.93409968269762,29.683555587411895,27.961192074300182,-8.923016147028308,29.53602078031578,2.601921097618181,2024
673548,"Suzuki, Seiya","R",29.09758848968386,29.00215539313686,28.942779686030327,-6.547304864908233,32.28975223571822,3.1921637460343426,2024
669127,"Langeliers, Shea","R",26.28189383533493,29.623507368083445,32.91064554226345,-20.11651347962285,37.30584062873056,11.067231382096423,2024
657757,"Sheets, Gavin","L",30.538942532269182,29.330627620252145,28.359209635257972,-33.09415132092369,29.43990699482987,-1.0439206434731254,2024
657041,"Thomas, Lane","R",23.61723426773871,27.848749282324246,38.693773857215774,-12.764975967787079,27.641877461187015,4.024643193448302,2024
656775,"Mullins, Cedric","L",30.407879341232626,25.35419089610517,31.192035732761425,-7.691656277782544,27.788794948910674,-2.6190843923219465,2024
663697,"India, Jonathan","R",29.854613434310657,27.46212970919252,28.96497356605748,-11.716807388320394,29.40705844354769,-0.4475549907629812,2024
643446,"McNeil, Jeff","L",29.625539693519087,26.951511019509386,32.60209204847849,-0.20953223927633677,30.39855697540341,0.7730172818843144,2024
657136,"Wong, Connor","R",27.269386805823277,27.58404521972209,29.00595802562868,-13.318114073129136,33.211004731660445,5.941617925837161,2024
656555,"Hoskins, Rhys","R",32.34532238196625,27.411263886582717,26.823056840237097,-6.432554365417505,33.49756822591471,1.152245843948485,2024
694671,"Langford, Wyatt","R",28.639505075132124,27.958916856353277,28.13976389745954,3.3545609172326043,33.206438416509755,4.619396598357731,2024
608369,"Seager, Corey","L",26.61104526563884,27.485151725175747,30.078841008943044,-8.106586913819298,33.54567127303087,6.934626007392023,2024
662139,"Varsho, Daulton","L",31.573022822841608,26.516105762408735,29.02667271633178,-6.506323859300372,29.004512979530695,-2.5685098433109204,2024
643217,"Benintendi, Andrew","L",31.453755491365815,21.717128344934867,21.33395093166558,-28.335098540551474,32.96160378224665,1.507848290880851,2024
671277,"García Jr., Luis","L",28.187228715433033,29.46860009112954,31.132871117443468,-10.877813186541694,30.674941115485623,2.4877124000525797,2024
570482,"Urshela, Gio","R",31.170590087005568,28.182211159958463,29.569409105020984,-17.076052714888583,31.1704777887694,-0.00011229823615366286,2024
519317,"Stanton, Giancarlo","R",24.95669395788283,32.89905179772126,41.8488333049387,12.160754343747628,27.156971049154947,2.265490029753188,2024
650489,"Castro, Willi","L",29.87909511190988,22.529098874307078,28.236574268279664,-4.088311084952254,33.00015482923192,3.1210597173220407,2024
663898,"Rodgers, Brendan","R",28.125631608652,28.604826465237824,27.95532990404846,-23.06025691191559,33.32012943349526,5.254025250415069,2024
608385,"Winker, Jesse","L",26.475428151420363,26.757876656728182,26.234910834497548,-8.123172507146796,27.431091813645125,0.9556636622247652,2024
681624,"Pages, Andy","R",29.893901115784033,29.319491862871566,20.051606023550256,-14.442279805700391,30.161928468269423,0.2680273524853902,2024
666176,"Adell, Jo","R",25.170259449770203,28.60396162007942,33.917610933395814,-1.9198650503966128,25.494911562065287,0.32465211229507673,2024
666158,"Lux, Gavin","L",33.50486175569053,27.479765720024236,31.019380852352,-1.5117476091968907,32.656138603713536,-0.7798607254869623,2024
663728,"Raleigh, Cal","L",28.902406606921275,25.15480316752988,26.99301829811344,-4.344407320352997,36.512786992673455,7.653675559797957,2024
664023,"Happ, Ian","L",29.743423196365267,27.726843339791998,28.598047110423888,-3.276285089694431,33.983616968637655,4.240193772272395,2024
694384,"Schanuel, Nolan","L",30.597102473303732,23.336846804754273,39.284458460502584,1.9286914249475229,27.681487137789233,-2.9156153355144916,2024
668804,"Reynolds, Bryan","L",25.584103116810308,27.167054869251345,45.08784990413282,-3.648748026245244,28.66401522300856,3.079912106198254,2024
669224,"Wells, Austin","L",29.68953329938861,25.957686756291157,26.791520070681987,-7.581227272139738,28.949530867335266,-0.6783698854965294,2024
656811,"O'Hearn, Ryan","L",26.60694903373547,30.039741245700785,27.43442458011802,-1.835411510875665,27.005563768071617,0.4643486216397896,2024
671739,"Harris II, Michael","L",30.782304335497276,30.09381081328921,17.560779989109708,-13.47712486856793,31.590140881422794,0.8078365459255039,2024
664040,"Lowe, Brandon","L",27.757886889026484,26.087702771220187,21.1674015188034,-0.9225878197881268,35.22795415984154,7.470067270815051,2024
457705,"McCutchen, Andrew","R",30.651425362302056,28.48474902172853,35.715802230059055,-7.4273455378248245,25.588388507743268,-5.063036854558797,2024
595777,"Profar, Jurickson","L",30.83742653439138,25.85031230493769,24.55880247510079,-26.438362511425296,30.76956907763521,-0.06785745675615473,2024
453568,"Blackmon, Charlie","L",26.911146691821543,30.752019769638625,27.279464626842664,-6.9419438855759825,30.562023608470472,3.65087691664894,2024
666139,"Lowe, Josh","L",21.661502294205068,30.043875219467537,30.764581504801253,-1.4932972982812383,32.401309240830926,10.795245223605711,2024
643289,"Dubón, Mauricio","R",22.213115329237908,28.970322929700306,33.531379277771975,-21.002756863987848,26.994192862210603,4.781077532972695,2024
670042,"Raley, Luke","L",29.028785990276273,27.482482590401553,25.345228262658498,-14.549900511070264,32.2232611628234,3.1944751725471185,2024
573262,"Yastrzemski, Mike","L",28.100158265416315,24.213310406204005,24.05087249423235,-10.609019279271733,30.028846228104154,1.9286879626878246,2024
680777,"Jeffers, Ryan","R",27.153622791133056,26.944071092760236,37.908718487549145,-4.619418621098343,30.687813931091288,3.590303381262924,2024
676609,"Caballero, José","R",15.777840379329914,23.552657575395642,34.614655299767456,-18.709462935605966,36.133261337624674,20.35542095829473,2024
677800,"Abreu, Wilyer","L",30.980462430197758,26.752175149715764,28.6251129896237,-20.398390725435355,31.88440178561604,0.9039393554183057,2024
666160,"Moniak, Mickey","L",25.40820313968823,31.381160241347935,33.9315075497747,-11.060379376571758,28.937038262580725,3.593325891375887,2024
663586,"Riley, Austin","R",29.02457437885755,27.946271657748742,29.87826666268413,-10.55305277658148,35.052036557209114,6.027462178351556,2024
687401,"Ortiz, Joey","R",29.82851088291081,29.39068176521633,30.725594435042318,-26.254729480072182,28.06001600460515,-1.7684948783056598,2024
642350,"Siri, Jose","R",26.072777846024078,29.065469632045563,28.670976911176147,-5.568548743196123,27.697752982004648,1.62497513598057,2024
605141,"Betts, Mookie","R",24.52532536266254,27.736467623769467,25.226130177171513,-13.54312313181005,33.17063823160509,8.64531286894254,2024
686676,"Lee, Korey","R",28.26982869438427,28.00600681481151,25.54589627205467,-18.387076491609143,32.48812722728215,4.2182985328978795,2024
680757,"Kwan, Steven","L",24.326501340963727,22.940657803165376,8.708320809255008,-11.068053498165623,28.36836413651217,4.041862795548457,2024
641933,"O'Neill, Tyler","R",25.036490034711456,24.3545700047819,32.49791053011744,-3.562179150089037,31.356373488514894,6.319883453803445,2024
672284,"Kelenic, Jarred","L",29.77309418418697,27.379290056706,25.94840510271823,-7.415098664197123,30.215467040087344,0.442372855900377,2024
668942,"Rojas, Josh","L",29.483873841838626,29.78856439354444,25.544757636974076,3.4953521385195137,25.010142277668834,-4.473731564169787,2024
668939,"Rutschman, Adley","L",28.62693787783912,25.905324741281763,37.74080695424037,-25.314962765928406,26.608455832147612,-2.0184820456915062,2024
691718,"Crow-Armstrong, Pete","L",28.650724281860715,26.067441096531173,28.229419274872797,-3.1962261773474494,32.77707370843959,4.126349426578869,2024
663886,"Stephenson, Tyler","R",26.512544978150206,30.85554836374707,36.499857293135456,4.294873209953525,27.523098995189045,1.0105540170388423,2024
686217,"Frelick, Sal","L",30.498061134461956,28.666214958993297,30.845383847133565,-5.753046258985376,24.73661744156789,-5.761443692894053,2024
664983,"McCarthy, Jake","L",30.062082893925204,31.184020966168468,24.06730194800488,-26.678372396014687,30.075028832770112,0.012945938844897142,2024
669016,"Marsh, Brandon","L",26.86822971124487,29.779756795857704,39.210387921728774,-10.865554432657087,28.15839031055404,0.5667510024265141,2024
671732,"Butler, Lawrence","L",26.73736862841948,30.33548620188191,34.507436799093654,4.306973926927933,28.599782571996904,1.8624139435774367,2024
624424,"Conforto, Michael","L",26.63864044555467,29.538499819321494,33.53382578393388,-5.686040390733233,29.816724440882126,3.1780839953274445,2024
676694,"Meyers, Jake","R",28.710240279593616,32.132097510208226,32.226956478710655,-3.4516161190813714,31.804141083560047,3.0939008039664344,2024
673357,"Robert Jr., Luis","R",31.411161755270644,27.131528363460365,30.09965087220084,-14.652101522144735,27.718202393103613,-3.6929593621670467,2024
696285,"Young, Jacob","R",33.674836466880485,30.50811598772472,29.292373733812507,-3.850966731430176,27.20681657971335,-6.468019887167143,2024
502054,"Pham, Tommy","R",30.300928915678973,27.88414136902006,37.369594768923704,-4.345611523091317,30.540982561171752,0.3067143383878381,2024
571771,"Hernández, Enrique","R",27.183448293733043,29.391057200353274,24.9441649402666,-6.75565485275876,31.016730834780095,3.898060951743929,2024
666310,"Naylor, Bo","L",27.42425452646726,29.1900265912812,25.864526583203794,-28.445899659146765,33.521612066880884,6.097357540413636,2024
681807,"Fry, David","R",28.418958293726345,32.450485155715434,27.193688335339246,0.39965685788197036,26.477178407485667,-1.9417798862406705,2024
669707,"Triolo, Jared","R",26.328704262462118,27.822114857755594,32.417808131683955,1.0178432597230147,29.0446274314755,2.7159231690133936,2024
676059,"Westburg, Jordan","R",23.539662398375192,31.240421035376155,29.832561623461824,-10.934664749529631,32.8498122085739,9.310149810198716,2024
669304,"Miranda, Jose","R",29.05069053808954,30.221027798872807,30.558492533218548,1.4049938541731273,35.25557310730218,6.328248838861008,2024
676391,"Clement, Ernie","R",22.22284575583054,26.620755028621886,33.35760965127614,-1.036690091332555,31.457833120632422,9.234987364801881,2024
672640,"Lopez, Otto","R",29.227865971717915,27.893787395704106,31.217552973020094,-6.999944582136422,29.18671848181751,-0.041147489900396295,2024
676914,"Schneider, Davis","R",32.182814637853845,25.5677965021307,25.7376433826664,-5.361704414032663,30.641522929086534,-1.5412917087673002,2024
665487,"Tatis Jr., Fernando","R",26.32953227969784,29.342123279657432,21.89453367203383,-29.909496934909463,30.24638667139441,3.9168543916965604,2024
593428,"Bogaerts, Xander","R",15.828775051738347,29.447888683443264,30.985609879460668,-8.335060613603904,33.20775739246349,17.378982340725152,2024
665750,"Taveras, Leody","L",30.10961749728445,27.371490995215346,28.98117200717272,-14.666273180327744,32.48255852475075,2.3729410274662968,2024
592192,"Canha, Mark","R",22.586095526460436,26.462011797764337,28.675555959882065,-6.750067019090246,28.16599566670793,5.579900140247499,2024
664913,"Brown, Seth","L",28.96268621370757,27.756921389874503,29.1604590542687,-1.2693053489971022,32.96996181073036,4.007275597022808,2024
596146,"Kepler, Max","L",34.39229393584448,29.795747949179983,31.032068317914064,-15.720308344463215,33.6643365716344,-0.7279573642100523,2024
682829,"De La Cruz, Elly","L",27.48371801510375,29.786517688279805,32.37321428104886,-13.489467343229688,35.576947726431435,8.093229711327687,2024
693304,"Gonzales, Nick","R",31.088853569903865,26.684426427151276,24.212025042754792,-21.44370677552874,34.21211947344605,3.183685213945626,2024
592663,"Realmuto, J.T.","R",30.53733645907548,27.71344393702109,27.038606247780375,-17.29360305051897,27.343598996800726,-3.19373746227477,2024
680474,"Schuemann, Max","R",29.25939812675712,29.085861247280842,28.139654141819413,3.380521282090415,29.895031944002437,0.63563381724531,2024
664056,"Bader, Harrison","R",26.023371113532036,27.602112821854597,30.539826300058845,-16.369934788139652,33.522414078599176,7.499042965067133,2024
592626,"Pederson, Joc","L",29.795897340381735,24.526274921309096,22.73272649390913,-16.641666974386922,28.747711720757955,-1.0481856196237729,2024
516782,"Marte, Starling","R",17.21402718988678,28.398383193157134,38.253687457650734,-0.34847334065951235,23.163694201844223,5.9496670119574375,2024
686681,"Massey, Michael","L",26.566051779820658,27.828205891491333,32.43724546239018,-5.103983925256049,32.508169653834,5.942117874013334,2024
641584,"Fraley, Jake","L",28.89991389206278,27.558344106305125,28.700604157537864,-10.798266179327582,30.14444190621921,1.244528014156419,2024
467793,"Santana, Carlos","L",25.74938176996494,26.848058830559296,23.636737626866072,-22.053659983135447,35.00535258152917,9.25597081156424,2024
663993,"Lowe, Nathaniel","L",29.455379655396666,31.487401328163777,29.61434757786095,-17.091618959278257,26.747908887645472,-2.707470767751193,2023
664238,"Moore, Dylan","R",24.113828050393195,28.217268715620715,34.28221820216067,1.0985282852909584,31.537647293092995,7.423819242699796,2024
621439,"Buxton, Byron","R",25.320955033320036,26.547393673163818,30.841409444972,3.999148907816995,29.187116364320175,3.866161331000157,2024
643396,"Kiner-Falefa, Isiah","R",27.66553759492651,26.46598794918441,26.088932733434884,-23.878427230189775,32.82691549409203,5.161377899165533,2024
666181,"Benson, Will","L",26.333656590356572,31.324200437574888,31.6477828540364,4.433935798563256,27.28477095908596,0.9511143687293924,2024
641487,"Crawford, J.P.","L",35.428065570302884,25.351731950554168,31.10494920722891,-29.857179537959883,38.11662713576219,2.6885615654593096,2024
571745,"Haniger, Mitch","R",28.643881113528646,32.75474574768888,29.62542419559351,-16.14179303997523,33.320727473345435,4.676846359816778,2024
679529,"Torkelson, Spencer","R",28.121531940373025,25.716132512405522,36.81183983893906,-1.7094825555935242,29.886431591803063,1.8159859883907679,2024
672820,"Sosa, Lenyn","R",30.021691833764994,27.585726357141855,29.544764371862975,-8.006258130507808,28.551552630783267,-1.4027558651254868,2024
670032,"Lopez, Nicky","L",15.746353657940995,30.989282078419517,37.91042385926297,-5.730742553997568,24.49065502544179,8.744301367500778,2024
605137,"Bell, Josh","L",29.507239175608024,27.88117813158135,30.142660570842995,-16.038151100683425,23.70212976700687,-5.805109408601149,2024
592669,"Renfroe, Hunter","R",29.611581615259645,29.624442308350808,28.65487715774648,-21.443864730237298,38.63285866239373,9.078715360193854,2024
669357,"Gorman, Nolan","L",32.829228702729324,27.251850843088963,25.576769445569127,-21.716464839913733,33.37280772551785,0.5435790227885597,2024
687462,"Horwitz, Spencer","L",29.239201764811817,25.02632727751208,23.75788480083401,-7.92504724842046,28.419890879835783,-0.8193108849760335,2024
